RUBRO,NOMBRE DE FANTASIA,CALLE,NRO.,LOCALIDAD,DEPARTAMENTO,DIRECCION COMPLETA,Latitude,Longitude,TELEFONOS,RES.,PROPIETARIO
RESTO-BAR,LEYENDA,REMEDIOS DE ESCALADA DE SAN MARTIN,1823,CIUDAD,CAPITAL,REMEDIOS DE ESCALADA DE SAN MARTIN 1823 CIUDAD CAPITAL,-34.57112230,-58.61503370,4251329,128/18,"ROCHA,MARIANA ELIZABETH"
RESTAURANTE,NATURALEZA,AV.MITRE,1468,CIUDAD,CAPITAL,AV.MITRE 1468 CIUDAD CAPITAL,-32.88573600,-68.84373090,4232423,127/18,ENCANTO NATURAL S.A.
RESTAURANTE,PANCHO 19,AV.BALLOFET,101,CIUDAD,SAN RAFAEL,AV.BALLOFET 101 CIUDAD SAN RAFAEL,-34.61410820,-68.34044590,,E/T,"GONZALEZ, SEBASTIAN GONZALEZ"
CAF,9 DE JULIO,9 DE JULIO,1724,CIUDAD,CAPITAL,9 DE JULIO 1724 CIUDAD CAPITAL,-32.88330910,-68.83904832,N/T,868/94,"CURUMILLA, MARIA ERICA"
RESTAURANTE,NOMADES COCINA DEL MUNDO,SERVANDO BUTTI,9,CIUDAD,SAN RAFAEL,SERVANDO BUTTI 9 CIUDAD SAN RAFAEL,-34.60864180,-68.35139440,,E/T,"ORSUA REYES, DARLENE"
RESTAURANTE,AL ANTOJO DEL COCINERO,AV.BALLOFET,173,CIUDAD,SAN RAFAEL,AV.BALLOFET 173 CIUDAD SAN RAFAEL,-34.61467450,-68.34078180,0260-4423264,E/T,"GUIIU, MARIANO IGNACIO"
RESTO-BAR,DEL CUORE,CASTELLI,23,CIUDAD,SAN RAFAEL,CASTELLI 23 CIUDAD SAN RAFAEL,37.97353460,-122.53108740,0260-4424169,E/T,HEAL S.A.
RESTAURANTE,LA JUANITA,RUTA 52,S/N,USPALLATA,LAS HERAS,RUTA 52 S/N USPALLATA LAS HERAS,-32.58677700,-69.34622240,,E/T,"GUZMAN, GISELA PAOLA"
RESTAURANTE,LA LINDA NEW,AV.COLON,562,CIUDAD,CAPITAL,AV.COLON 562 CIUDAD CAPITAL,-32.89376880,-68.84794330,4299026,E/T,"ARMENDARIZ, NANCY VIVIANA"
RESTAURANTE,PETTRA,IRIGOYEN,1750,CIUDAD,SAN RAFAEL,IRIGOYEN 1750 CIUDAD SAN RAFAEL,-34.61289220,-68.33906220,260-4413071,E/T,THE FIRST S.A.
RESTO-BAR,GROUND,AV.ARISTIDES VILLANUEVA,947,CIUDAD,CAPITAL,AV.ARISTIDES VILLANUEVA 947 CIUDAD CAPITAL,-32.89100360,-68.86209960,261-5152896,E/T,"SAS, ROBERT NESTA"
HELADERIA,MAILHO,ADOLFO CALLE,3667,VILLA NUEVA,GUAYMALLEN,ADOLFO CALLE 3667 VILLA NUEVA GUAYMALLEN,-32.90562520,-68.79839110,,805/94,"MARIN, LUIS SERGIO"
SANDWICHERIA,LA HERRADURA,RUTA 7,KM.161,PENITENTES,LAS HERAS,RUTA 7 KM.161 PENITENTES LAS HERAS,-32.84165260,-69.84083680,,472/02,"TAMBORINI, FRANCO DANIEL"
RESTAURANTE,OCHO CEPAS,PERU,1192,CIUDAD,CAPITAL,PERU 1192 CIUDAD CAPITAL,-9.18996700,-75.01515200,4233049,175/18,OCHO CEPAS S.A.
SANDWICHERIA,SUBWAY,PEATONAL SARMIENTO,219,CIUDAD,CAPITAL,PEATONAL SARMIENTO 219 CIUDAD CAPITAL,-32.89008320,-68.84222330,,133/18,FRANBRES S.R.L.
SANDWICHERIA,SUBWAY,LAS CA¥AS,1833,LA BARRACA MALL,GUAYMALLEN,LAS CA¥AS 1833 LA BARRACA MALL GUAYMALLEN,-32.91441240,-68.82169940,4598079,135/18,SINCRODESTINO S.R.L.
RESTAURANTE,CASA DE ALVEAR BOUTIQUE BAR,COMANDANTE SALAS,110,CIUDAD,SAN RAFAEL,COMANDANTE SALAS 110 CIUDAD SAN RAFAEL,-34.61416040,-68.33154570,0260-4425760,E/T,"PAPAGANI, JOSE ALEJANDRO"
RESTAURANTE,,HIPOLITO YRIGOYEN,674,CIUDAD,SAN RAFAEL,HIPOLITO YRIGOYEN 674 CIUDAD SAN RAFAEL,-34.61289220,-68.33906220,0260-4573115,078/18,"GONZALEZ, ORLANDO"
SANDWICHERIA,BURGER KING,AV.SAN MARTIN,1371,CIUDAD,CAPITAL,AV.SAN MARTIN 1371 CIUDAD CAPITAL,-32.88767520,-68.83841730,4139357,E/T,FAST FOOD SUDAMERICANA S.A.
CONF.BAILABLE,TREINTA Y PICO,25 DE MAYO,318,,GUAYMALLEN,25 DE MAYO 318 GUAYMALLEN,-32.90282080,-68.80470040,4315824,867/94,"SILICATO, ANGEL RAMON"
RESTAURANTE,CASA EL ENEMIGO,VIDELA ARANDA,7009,RODEO DEL MEDIO,MAIPU,VIDELA ARANDA 7009 RODEO DEL MEDIO MAIPU,-33.04520560,-68.72570050,,421/18,CASA EL ENEMIGO S.A.
RESTO-BAR,JOSEFINA,AV.ARISTIDES VILLANUEVA,165,CIUDAD,CAPITAL,AV.ARISTIDES VILLANUEVA 165 CIUDAD CAPITAL,-32.89274250,-68.85235340,4233531,222/18,LIMONERO S.A.
RESTAURANTE,IL PANINO,AV.BULOGNE SUR MER,S/N,EL CHALLAO,LAS HERAS,AV.BULOGNE SUR MER S/N EL CHALLAO LAS HERAS,-32.87836560,-68.85960380,4444425,173/18,"STRA, MATIAS EMILIO"
PIZZERIA,DON DOMINGO-UN RINCON DE LA BOCA,MORENO Y VIAMONTE,S/N,CIUDAD,SAN MARTIN,MORENO Y VIAMONTE S/N CIUDAD SAN MARTIN,-34.60063410,-58.38808190,0263-4421185,65/04,"SOSA, DORA ARMINDA"
CAFETERIA,CAF TRES,CATAMARCA,24,CIUDAD,CAPITAL,CATAMARCA 24 CIUDAD CAPITAL,-28.46958100,-65.77954410,4200647,091/18,"LARESE, NICOLAS MARTIN"
RESTAURANTE,LOS TRONCOS,AV.SAN MARTIN,198,CIUDAD,LUJAN,AV.SAN MARTIN 198 CIUDAD LUJAN,-34.56333120,-59.12088050,4984380,E/T,"MARTINEZ, SERGIO FABIAN"
RESTAURANTE,GIMENEZ RIILI BODEGAS Y VI¥EDOS,RUTA PROV.94,S/N,LOS CHACAYES,TUNUYAN,RUTA PROV.94 S/N LOS CHACAYES TUNUYAN,-33.58131850,-69.01533610,261-3470392,E/T,GR WINE ARGENTINA S.A.
RESTAURANTE,AZAFRAN,SARMIENTO,765,CIUDAD,CAPITAL,SARMIENTO 765 CIUDAD CAPITAL,-32.88871502,-68.84891622,4299009,E/T,EXVIN S.A.
BAR,WILLIAN BROWN,AV.ARISTIDES VILLANUEVA,301,CIUDAD,CAPITAL,AV.ARISTIDES VILLANUEVA 301 CIUDAD CAPITAL,-32.89217710,-68.85483240,4254272,094/18,MUSSOL S.A.
RESTAURANTE,LA JUANA,RUTA PANAMERICANA,S/N,LA PUNTILLA,LUJAN,RUTA PANAMERICANA S/N LA PUNTILLA LUJAN,-34.56333120,-59.12088050,4401183,375/98,"TAMBORINI, JOSE"
RESTAURANTE,VICENTE SIN LOPEZ NI PLANES,LAS CA¥AS,1833,LA BARRACA MALL,GUAYMALLEN,LAS CA¥AS 1833 LA BARRACA MALL GUAYMALLEN,-32.91441240,-68.82169940,4598088,147/17,1765 CABA S.A.
RESTAURANTE,FUENTE Y FONDA,MONTEVIDEO,675,CIUDAD,CAPITAL,MONTEVIDEO 675 CIUDAD CAPITAL,-34.90550160,-56.18511470,4298833,096/18,FUENTE Y FONDA S.A.
PUB,CAMPO DE VUELO PUB,GOBERNADOR ORTIZ,1280,VISTALBA,LUJAN,GOBERNADOR ORTIZ 1280 VISTALBA LUJAN,-33.02173330,-68.93605890,,210/95,CONTRERAS GUSTAVO
RESTAURANTE,TIENDA DEL SOL,AV.HIPOLITO IRIGOYEN,1663,CIUDAD,SAN RAFAEL,AV.HIPOLITO IRIGOYEN 1663 CIUDAD SAN RAFAEL,-34.60956440,-68.35011720,0260-4425022,19/95,"BOGGIA, VICTOR JOSE"
RESTO,CANDELA,PARQUE PROVINCIAL ACONCAGUA,,PUENTE DEL INCA,LAS HERAS,PARQUE PROVINCIAL ACONCAGUA PUENTE DEL INCA LAS HERAS,-32.82412880,-69.94273400,,E/T,"CANDELA, JUAN CARLOS"
RESTAURANTE,MI GRAN HERMANO,RUTA NAC.7,KM.866,DESAGUADERO,LA PAZ,RUTA NAC.7 KM.866 DESAGUADERO LA PAZ,-33.40288170,-67.15471710,02626-400136,110/18,"VILLEGAS, VICTOR ORLANDO"
RESTAURANTE,LA KOKA,25 DE MAYO Y RUTA PROV.50,,VILLA NUEVA,LA PAZ,25 DE MAYO Y RUTA PROV.50 VILLA NUEVA LA PAZ,-32.92521800,-68.76016880,261-2443013,E/T,"FERNANDEZ, TOMAS FRANCISCO"
PIZZERIA,LEANDRO,AV.MITRE,187,CIUDAD,JUNIN,AV.MITRE 187 CIUDAD JUNIN,-33.14428990,-68.48399710,2634655917,137/18,"RETA, LEANDRO ANDRES"
RESTAURANTE,LAS TRES PALMERAS,LATERAL NORTE,S/N,LAS CATITAS,SANTA ROSA,LATERAL NORTE S/N LAS CATITAS SANTA ROSA,-33.29820200,-68.04746320,261-5764734,E/T,"BAEZ, CELESTE BELEN"
HELADERIA,GRIDO,AV.MITRE,159,CIUDAD,JUNIN,AV.MITRE 159 CIUDAD JUNIN,-33.14414180,-68.48447990,02623-4492815,E/T,FRIOLOGROS S.R.L.
BAR,GINGER,AV.ARISTIDES VILLANUEVA,241,CIUDAD,CAPITAL,AV.ARISTIDES VILLANUEVA 241 CIUDAD CAPITAL,-32.89232670,-68.85372520,261-4299352,047/18,MONTEGO S. A.
RESTAURANTE,VILLA BONITA,RUTA 150,KM.7,25 DE MAYO,SAN RAFAEL,RUTA 150 KM.7 25 DE MAYO SAN RAFAEL,-34.61289220,-68.33906220,0260-4495144,048/18,
HELADERIA,FLIPPER,ALMAFUERTE,,CIUDAD,SAN RAFAEL,ALMAFUERTE CIUDAD SAN RAFAEL,-34.61957310,-68.33652820,,474/95,"FERRER, VICENE ORLANDO"
CAFETERIA,SR.CAFE,SAN MARTIN,33,CIUDAD,SAN RAFAEL,SAN MARTIN 33 CIUDAD SAN RAFAEL,37.97353460,-122.53108740,0260-4406996,107/18,"OLIVARES, ANGEL OMAR"
HELADERIA,LOMORO,URQUIZA,246,CIUDAD,CAPITAL,URQUIZA 246 CIUDAD CAPITAL,-32.88122000,-68.83242000,4232781,810/95,JOSEFA SPORTARO
HELADERIA,SANTILLI,SAN MARTIN,902,CIUDAD,TUNUYAN,SAN MARTIN 902 CIUDAD TUNUYAN,-33.58056620,-69.01651950,02622-423222,109/18,"SANTILLI, DIEGO ALEJANDRO"
HELADERIA,ARCO IRIS,BALLOFET,1302,CIUDAD,SAN RAFAEL,BALLOFET 1302 CIUDAD SAN RAFAEL,-34.62384670,-68.35294970,0260-4425558,408/95,"MARTIN,RICARDO Y MARTIN CARLOS"
RESTAURANTE,CASARENA,BRADSEN,505,PERDIEL,LUJAN,BRADSEN 505 PERDIEL LUJAN,-33.06675910,-68.88969400,261-6967848,E/T,CASARENA BODEGAS Y VI¥EDOS S.A.
HELADERIA,BAMBI,AV.ALBERDI,185,CIUDAD,SAN RAFAEL,AV.ALBERDI 185 CIUDAD SAN RAFAEL,-34.62645910,-68.33229470,0260-4421160,353/95,HELADOS BAMBI S.R.L.
RESTAURANTE,ANASTASIO EL POLLO,AV.JUAN B.JUSTO,376,CIUDAD,CAPITAL,AV.JUAN B.JUSTO 376 CIUDAD CAPITAL,-32.88406660,-68.85411650,4200895,224/18,GOURMETLAND S.A.
RESTAURANTE,TUPUNGATO DIVINO,LOS EUROPEOS Y RUTA 89,S/N,GUALTALLARY,TUPUNGATO,LOS EUROPEOS Y RUTA 89 S/N GUALTALLARY TUPUNGATO,54.52596140,15.25511870,261-3170056,099/18,"VIEGAS, SERGIO"
RESTAURANTE,ME SACO EL SACO,PELLEGRINI,153,CIUDAD,SAN RAFAEL,PELLEGRINI 153 CIUDAD SAN RAFAEL,-36.26784220,-63.16458570,,E/T,"VELEZ, SERGIO DARIO"
CONF.BAILABLE,PREMIUM,SAN LUIS,167,CIUDAD,CAPITAL,SAN LUIS 167 CIUDAD CAPITAL,-32.88485895,-68.83581125,,552/95,"ARAUJO, JORGE SERVANDO"
HELADERIA,LOMORO,ALVAREZ CONDARCO,7,CIUDAD,LAS HERAS,ALVAREZ CONDARCO 7 CIUDAD LAS HERAS,-32.84203370,-68.81150870,,570/95,JOSEFA SPORTARO
HELADERIA,LOMORO,RIO NEGRO,2067,PEDRO MOLINA,GUAYMALLEN,RIO NEGRO 2067 PEDRO MOLINA GUAYMALLEN,-32.87898710,-68.81682330,,569/95,JOSEFA SPORTARO
HELADERIA,LOMORO,AMERICA ESQ.GOYENA,S/N,BøSAN IGNACIO,GODOY CRUZ,AMERICA ESQ.GOYENA S/N BøSAN IGNACIO GODOY CRUZ,-32.91284990,-68.87514200,,568/95,JOSEFA SPORTARO
RESTAURANTE,BODEGA DOMICIANO,DORREGO,4901,COQUIMBITO,MAIPU,DORREGO 4901 COQUIMBITO MAIPU,-32.94659500,-68.75191020,,E/T,DOMICIANO S.A.
PIZZERIA,DONNA PIZZA,9 DE JULIO,602,CIUDAD,SAN MARTIN,9 DE JULIO 602 CIUDAD SAN MARTIN,-33.07602862,-68.46876456,0263-4423200,597/95,"FIGUEROA, ALEJANDRO"
RESTAURANTE,TERMAS DE CACHEUTA,RUTA PRV.82-,KM.38,CACHEUTA,LUJAN,RUTA PRV.82- KM.38 CACHEUTA LUJAN,-33.01461880,-69.11852430,4290936,563/18,TERMALIA S.A.
RESTAURANTE,LA QUERENCIA,PELLEGRINI,998,CIUDAD,TUNUYAN,PELLEGRINI 998 CIUDAD TUNUYAN,-33.57808500,-69.02943140,2622-519625,E/T,"LAZARO, JUAN PABLO"
BAR,ALTOS DEL SOL,AV.SAN MARTIN,139,CIUDAD,SAN RAFAEL,AV.SAN MARTIN 139 CIUDAD SAN RAFAEL,37.97353460,-122.53108740,0260-4427171,E/T,KN JUEGOS S.R.L.
RESTAURANTE,AILEN,AV.LAS HERAS,488,CIUDAD,CAPITAL,AV.LAS HERAS 488 CIUDAD CAPITAL,-32.88527810,-68.84432790,4380738,049/18,SOMADI S.A.
RESTAURANTE,BLACK SHEEA,MAIPU,131,CIUDAD,CAPITAL,MAIPU 131 CIUDAD CAPITAL,-33.51058660,-70.75726070,621-5614283,060/18,"CABRERA, CYNTIA VIOLET"
SANDWICHERIA,TURCARA,RUTA NACIONAL 40 SUR,KM.2911,RIO GRANDE,MALARGUE,RUTA NACIONAL 40 SUR KM.2911 RIO GRANDE MALARGUE,-35.48446200,-69.57974950,011-1549145237,245/18,"TURLETTI, CLAUDIO ARIEL"
SANDWICHERIA,MI BARRIO,AV.ARISTIDES VILLANUEVA,389,CIUDAD,CAPITAL,AV.ARISTIDES VILLANUEVA 389 CIUDAD CAPITAL,-32.89184980,-68.85635900,261-6565202,465/17,BURGUE S.A.
RESTAURANTE,BODEGA JEAB BOUSQUET,RUTA PROV.89,KM.11,GUALTALLARY,TUPUNGATO,RUTA PROV.89 KM.11 GUALTALLARY TUPUNGATO,-33.38804200,-69.19127490,261-153693525,179/18,BODEGA JEAN BOUQUET TUPUNGATO S.A.
PIZZERIA,RIGUETTO,BELGRANO,542,CIUDAD,TUPUNGATO,BELGRANO 542 CIUDAD TUPUNGATO,-33.37280360,-69.14755830,2622-489562,E/T,"SOLUSTRI NIETO, GIANINA"
CONFITERIA,AERO BAR,AEROPUERTO GABRIELLI,S/N,AEROPUERTO GABRIELLI,LAS HERAS,AEROPUERTO GABRIELLI S/N AEROPUERTO GABRIELLI LAS HERAS,-32.82773630,-68.79843800,,671/95,"CALVO, MARCOS ENRIQUE"
PARRILLADA,LA FUSTA II,AV.HIPOLITO IRIGOYEN,1975,CIUDAD,SAN RAFAEL,AV.HIPOLITO IRIGOYEN 1975 CIUDAD SAN RAFAEL,-34.60763730,-68.35369750,0260-4429726,228/99,"VILLAR, JULIO CESAR"
BAR,SAMIR,ALTE.BROWN,492,CIUDAD,TUPUNGATO,ALTE.BROWN 492 CIUDAD TUPUNGATO,-33.37059390,-69.14879070,02622-489509,198/18,"ISUANI, RAUL CRISTIAN SAMIR"
CONFITERIA,TEA &COMPANY,AV.SAN AMRTIN SUR,2675,BENEGAS,GODOY CRUZ,AV.SAN AMRTIN SUR 2675 BENEGAS GODOY CRUZ,-32.95554940,-68.85786600,4139063,114/18,MARIA BIANCA S.A.
CONFITERIA,TEA & COMPANY,VIAMONTE,5130,CHACRAS DE CORIA,LUJAN,VIAMONTE 5130 CHACRAS DE CORIA LUJAN,-32.98868200,-68.88546400,4961051,064/18,MARIA BIANCA S.A.
HELADERIA,LA DELICIA,AV.HIPOLITO IRIGOYEN,591,CIUDAD,SAN RAFAEL,AV.HIPOLITO IRIGOYEN 591 CIUDAD SAN RAFAEL,-34.61404350,-68.33730640,0260-4436333,741/95,"SANCHEZ, GISELA ALEJANDRA"
RESTAURANTE,ABRASADO,LAT.NORTE ACC.ESTE,1360,NUEVA CIUDAD,GUAYMALLEN,LAT.NORTE ACC.ESTE 1360 NUEVA CIUDAD GUAYMALLEN,-32.90282080,-68.80470040,4310403,328/18,MILLAN S.A.
RESTAURANTE,CASONA PERDRIEL,SAN MARTIN,2892,PERDRIEL,LUJAN,SAN MARTIN 2892 PERDRIEL LUJAN,-33.06927800,-68.88193430,4886923,E/T,VI¥AS DEL RIO S.A.
PASTELERIA,VIRGEN DEL VALLE,RUTA PANAMERICANA,2650,PALMARES,GODOY CRUZ,RUTA PANAMERICANA 2650 PALMARES GODOY CRUZ,-32.95570440,-68.85890340,30-71085119-7,420/17,"DAVID, OSCAR RUBEN"
RESTAURANTE,V,BV.PEREZ CUESTA,3280,MZA.PLAZA SHOPPING,GUAYMALLEN,BV.PEREZ CUESTA 3280 MZA.PLAZA SHOPPING GUAYMALLEN,-32.90195070,-68.79746810,4490257,193/18,GALETTES S.R.L.
HELADERIA,YAYITO,SAN ISIDRO,632,CIUDAD,RIVADAVIA,SAN ISIDRO 632 CIUDAD RIVADAVIA,-31.52948190,-68.59405580,,007/96,"BUSTOS, JESUS ARIEL"
RESTAURANTE,TUCSON,LAS CA¥AS,1833,LA BARRACA MALL,GUAYMALLEN,LAS CA¥AS 1833 LA BARRACA MALL GUAYMALLEN,-32.91441240,-68.82169940,4598086,"418/17 000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,",DELICUBA S.A.
CAF,CAF DEL MUSEO,COSTANERA Y BELTRAN,S/N,CIUDAD,CAPITAL,COSTANERA Y BELTRAN S/N CIUDAD CAPITAL,-33.00429069,-68.64565079,4256927,869/95,"VALDOVINO, ENZO MANUEL"
CAFETERIA,SR. CAFE,SAN MARTIN,33,CIUDAD,SAN RAFAEL,SAN MARTIN 33 CIUDAD SAN RAFAEL,37.97353460,-122.53108740,,E/T,"OLIVARES, ANGEL OMAR"
RESTAURANTE,LA MARCHIGIANA,RUTA PANAMERICANA,2650,PALMARES,GODOY CRUZ,RUTA PANAMERICANA 2650 PALMARES GODOY CRUZ,-32.95570440,-68.85890340,4391961,008/96,LE MARCHI S.R.L.
CAF,LUCAS,AV.COLON,414,CIUDAD,CAPITAL,AV.COLON 414 CIUDAD CAPITAL,-32.89420080,-68.84602120,4293018,30/96,"JOFRE, ELIZABETH INES"
HELADERIA,SAN MARCOS,CARRIL NACIONAL,9480,RODEO DEL MEDIO,GUAYMALLEN,CARRIL NACIONAL 9480 RODEO DEL MEDIO GUAYMALLEN,-32.92354460,-68.73801410,4910868,29/96,"ORSINI, JUAN CARLOS"
HELADERIA,SAN MARCOS,AVELLANEDA,3790,BERMEJO,GUAYMALLEN,AVELLANEDA 3790 BERMEJO GUAYMALLEN,-32.87097300,-68.78071570,4511461,34/96,"ORSINI, JUAN CARLOS"
RESTAURANTE,TORITO,AV.JUAN B.JUSTO,234,CIUDAD,CAPITAL,AV.JUAN B.JUSTO 234 CIUDAD CAPITAL,-32.88404340,-68.85203940,4233394,250/19,MDX COMUNICACIàN S.A.
RESTAURANTE,GRANJA DON PACO,RUTA 188,KM.791,COLONIA ALVEAR OESTE,GRAL.ALVEAR,RUTA 188 KM.791 COLONIA ALVEAR OESTE GRAL.ALVEAR,-35.04968500,-67.07665870,02625-15401375,E/T,"GRANADO, NORMA BEATRIZ"
LOMITERIA,LOMITOS 2X1,AV.ARISTIDES VILLANUEVA,386,CIUDAD,CAPITAL,AV.ARISTIDES VILLANUEVA 386 CIUDAD CAPITAL,-32.89229550,-68.85629720,261-54558148,E/T,"BUSTOS, MARTIN"
SNACK-BAR,PALERMO,LIBERTAD,966,,GUAYMALLEN,LIBERTAD 966 GUAYMALLEN,-32.90282080,-68.80470040,,33/96,"PEDERNERA, LUIS GABRIEL"
SANDWICHERIA,DEL PRADO,PRADO ESPA¥OL-PARQUE S.MARTIN,,CIUDAD,CAPITAL,PRADO ESPA¥OL-PARQUE S.MARTIN CIUDAD CAPITAL,-32.89634280,-68.86755750,,419/01,"CIMINO, ROBERTO MARIO"
CAFETERIA,CAF CHACRAS,ITALIA,5413,CHACRAS DE CORIA,LUJAN,ITALIA 5413 CHACRAS DE CORIA LUJAN,-32.98679960,-68.88184060,261-4717358,E/T,CAF CHACRAS S.R.L.
PARRILLADA,TU PASO,RUTA 7,KM.1145,USPALLATA,LAS HERAS,RUTA 7 KM.1145 USPALLATA LAS HERAS,-32.61534940,-69.35018410,155011107,E/T,"AMAYA, SILVIA LETICIA"
RESTAURANTE,VAIROLETO,VILLEGAS,1010,CIUDAD,MALARGUE,VILLEGAS 1010 CIUDAD MALARGUE,-35.47071040,-69.57177330,260-4406494,E/T,RUBITE S.A.
SNACK-BAR,DE LA LIBERTAD,AV.LIBERTAD,628,,GUAYMALLEN,AV.LIBERTAD 628 GUAYMALLEN,-32.90064340,-68.78825430,,53/96,"LIRA, ANA MARIA"
SANDWICHERIA,MR.DOG,AV.COLON,298,CIUDAD,CAPITAL,AV.COLON 298 CIUDAD CAPITAL,-32.89445610,-68.84424410,4323003,61/96,"FORNIES, ALFREGO GUILLERMO"
RESTAURANTE,NIPOTI,RUTA PANAMERICANA,2650,PALMARES,GODOY CRUZ,RUTA PANAMERICANA 2650 PALMARES GODOY CRUZ,-32.95570440,-68.85890340,4291590,E/T,RAGNAR SAS
SANDWICHERIA,BETOS,BALCARCE,897,CIUDAD,GODOY CRUZ,BALCARCE 897 CIUDAD GODOY CRUZ,-32.91608480,-68.83832210,4245666,E/T,MIR MENDOZA S.R.L.
CAF,EIESE,NECOCHEA,28,CIUDAD,CAPITAL,NECOCHEA 28 CIUDAD CAPITAL,-38.55449680,-58.73960880,4204663,205/98,"FARINA, EUGENIO ANTONIO"
CONFITERIA,VIA CIVIT,AV.EMILIO CIVIT,277,CIUDAD,CAPITAL,AV.EMILIO CIVIT 277 CIUDAD CAPITAL,-32.88777910,-68.85329120,4298529,203/02,"CRUZ, ANDRES"
RESTAURANTE,PASTAS DEL MERCADO,AV.LAS HERAS,279,CIUDAD,CAPITAL,AV.LAS HERAS 279 CIUDAD CAPITAL,-32.88481370,-68.84297290,155959594,022/15,"BLANCO, ROBERTO LUIS"
CAF,GRAN PANCHO,CORDOBA,216,CIUDAD,CAPITAL,CORDOBA 216 CIUDAD CAPITAL,-31.42008330,-64.18877610,,403/98,"AGUILERA, CLAUDIO"
CAFETERIA,TREVO,PELLEGRINI,36,CIUDAD,TUNUYAN,PELLEGRINI 36 CIUDAD TUNUYAN,-33.57773320,-69.01664360,02622-426498,358/17,"LOPEZ SANTONI, JOSE CARLOS"
RESTAURANTE,PRAGA,LEONIDAS AGUIRRE,413,CIUDAD,CAPITAL,LEONIDAS AGUIRRE 413 CIUDAD CAPITAL,-32.88493740,-68.85517750,4259585,415/98,PRAGA S.A.
RESTAURANTE,REY DE COPAS,RIOJA,1810,CIUDAD,CAPITAL,RIOJA 1810 CIUDAD CAPITAL,-32.88227880,-68.83537230,4257486,E/T,"MARTINS DE ABREU,SERGIO"
HELADERIA,LOMORO,URQUIZA,34,COQUIMBITO,MAIPU,URQUIZA 34 COQUIMBITO MAIPU,-32.95394210,-68.75265230,4975616,E/T,"CONTRERAS, GLADYS MONICA"
PANADERIA,PANADERIA MARISA,FRAY LUIS BELTRAN,283,VILLA TULUMAYA,LAVALLE,FRAY LUIS BELTRAN 283 VILLA TULUMAYA LAVALLE,-32.72211060,-68.59898670,4941575,E/T,"RODRIGUEZ, MARIA ISABEL"
RESTAURANTE,RODRIGUEZ,SAN ISIDRO,327,CIUDAD,RIVADAVIA,SAN ISIDRO 327 CIUDAD RIVADAVIA,-31.52948190,-68.59405580,02623-442678,426/98,"RODRIGUEZ, EDUARDO ADRIAN"
RESTAURANTE,AROMAS DEL CAMPO,BANDERA DE LOS ANDES,437,SAN JOSE,GUAYMALLEN,BANDERA DE LOS ANDES 437 SAN JOSE GUAYMALLEN,-32.89434480,-68.82706150,261-4324263,111/18,"PIVA, GLAGYS MARIELA"
RESTAURANTE,ZITTO,PEATONAL SARMIENTO,11,CIUDAD,CAPITAL,PEATONAL SARMIENTO 11 CIUDAD CAPITAL,-32.89057950,-68.83968800,5421095,081/18,"CRISI, MARCOS LUDOVICO"
VEGETERIANO,CUENCO,OLASCOAGA,1412,CIUDAD,CAPITAL,OLASCOAGA 1412 CIUDAD CAPITAL,-32.88469640,-68.85322310,4791968,E/T,"D`AMICO,EZEQUIEL EDUARO"
RESTO-BAR,ROMA VIP,M.BELGRANO,510,CIUDAD,TUPUNGATO,M.BELGRANO 510 CIUDAD TUPUNGATO,-33.37280360,-69.14755830,2622-585848,068/18,"SANCHEZ, SUSANA CONCEPCION"
CAF,SORO,9 DE JULIO,1214,CIUDAD,CAPITAL,9 DE JULIO 1214 CIUDAD CAPITAL,-32.88900396,-68.84058034,4258132,467/98,"FAILLA, SALVADOR MAIO"
WINE BAR,APUS,SAN MARTIN NORTE,S/N,CIUDAD,MALARGUE,SAN MARTIN NORTE S/N CIUDAD MALARGUE,-35.48446200,-69.57974950,0260-154667419,506/03,"TAPIA TAPIA, MARCELO"
SANDWICHERIA,RUTA 71,PALMA,486,CIUDAD,MAIPU,PALMA 486 CIUDAD MAIPU,-33.51058660,-70.75726070,,484/98,"BONET, JORGE RODOLFO"
CAFETERIA,SAN PABLO,AV.SAN MARTIN,1213,CIUDAD,CAPITAL,AV.SAN MARTIN 1213 CIUDAD CAPITAL,-32.88936060,-68.83889270,4203884,807/15,KIKA S.R.L.
CAF,LA RESERVA,RIVADAVIA,32,CIUDAD,CAPITAL,RIVADAVIA 32 CIUDAD CAPITAL,-32.89181863,-68.84027922,,13/99,"BUSTOS, RICARDO ARTURO"
CAF,TRIBUNALES,AV.ESPA¥A,509,CIUDAD,CAPITAL,AV.ESPA¥A 509 CIUDAD CAPITAL,-32.89614440,-68.84333600,4296572,15/99,"SOTO POZO, HERNAN ALFREDO"
RESTAURANTE,PAGODA,AV.MITRE,216,CIUDAD,SAN RAFAEL,AV.MITRE 216 CIUDAD SAN RAFAEL,-34.61731030,-68.32754720,,442/98,LIU YONG SHANG-SU KONGUI-HE WEIHUA
CAF,LA PLAZA,DR.MORENO,1565,CIUDAD,LAS HERAS,DR.MORENO 1565 CIUDAD LAS HERAS,-32.85057700,-68.83984300,,22/99,"RICO, JULIA ESTER"
